sample	segments	clonality	ploidy	purity	homozygousLoss	use	notes
SAS	144	0.155	3.953	1	NA	FALSE	High prop. Non-integer
SBC-1	105	0.068	1.757	0.95	0.121	TRUE	NA
SBC-3	144	0.084	4.341	1	NA	FALSE	non-interleaving copy states
SBC-5	182	0.098	2.987	0.95	0.061	TRUE	NA
SCaBER	126	0.167	3.181	1	NA	TRUE	NA
SCC-15	180	0.198	4.723	0.95	0.033	TRUE	NA
SCC-25	112	0.2	1.936	0.95	0.253	FALSE	High prop. Non-integer
SCC-3	97	0.078	2.127	0.95	0.011	TRUE	NA
SCC-4	162	0.173	2.916	0.95	0.098	TRUE	NA
SCC-9	111	0.148	3.079	0.95	0.008	TRUE	NA
SCC90	108	0.072	3.344	0.95	0.01	TRUE	NA
SCH	254	0.16	2.488	0.95	0.073	TRUE	NA
SF126	93	0.151	4.107	0.96	0.057	FALSE	non-interleaving copy states
SF268	144	0.106	2.486	0.95	0.036	TRUE	NA
SF295	78	0.093	3.138	0.95	0.007	TRUE	NA
SF539	159	0.18	4.676	0.95	0.07	FALSE	High prop. Non-integer
SH-4	90	0.061	2.317	0.95	0.064	TRUE	NA
SHP-77	229	0.123	2.053	0.95	0.284	TRUE	NA
SIG-M5	50	0.118	3.331	0.96	0.001	TRUE	NA
SiHa	125	0.124	2.993	0.95	0.01	TRUE	NA
SIMA	89	0.105	3.88	0.98	0.001	TRUE	NA
SJRH30	302	0.234	4.706	0.95	0.002	FALSE	High prop. Non-integer; Oversegmentation
SJSA-1	203	0.165	3.77	0.95	0.003	TRUE	NA
SK-CO-1	174	0.147	3.599	0.97	0.012	TRUE	NA
SK-ES-1	95	0.066	2.192	0.95	0.007	TRUE	NA
SK-GT-4	159	0.104	2.439	0.95	0.09	TRUE	NA
SK-HEP-1	82	0.236	3.06	1	0.132	FALSE	High prop. Non-integer
SK-LMS-1	157	0.242	3.337	1	0.002	FALSE	High prop. Non-integer; Oversegmentation
SK-LU-1	192	0.2	3.814	0.96	0.464	FALSE	High prop. Non-integer
SK-MEL-1	159	0.118	3.435	0.95	0.006	TRUE	NA
SK-MEL-2	83	0.085	2.067	0.95	0.002	TRUE	NA
SK-MEL-24	62	0.041	1.95	1	0.01	TRUE	NA
SK-MEL-28	134	0.193	1.072	1	9.583	FALSE	Refit at higher ploidy failed to improve fit
SK-MEL-3	83	0.178	3.698	0.95	0.036	FALSE	High prop. Non-integer
SK-MEL-30	69	0.149	3.6	0.95	NA	TRUE	NA
SK-MEL-31	89	0.199	4.312	0.95	NA	FALSE	High prop. Non-integer
SK-MES-1	219	0.175	4.868	0.95	0.379	FALSE	High prop. Non-integer
SK-MG-1	111	0.105	2.775	0.95	0.029	TRUE	NA
SK-MM-2	151	0.066	1.991	0.96	NA	TRUE	NA
SK-N-AS	69	0.084	1.893	0.95	0.003	TRUE	NA
SK-N-DZ	120	0.22	2.906	1	0.001	FALSE	High prop. Non-integer
SK-N-FI	58	0.081	2.039	0.95	0.013	TRUE	NA
SK-N-SH	43	0.048	2.123	1	0.008	TRUE	NA
SK-NEP-1	61	0.104	2.593	0.95	0.103	TRUE	NA
SK-OV-3	191	0.11	1.866	1	0.03	TRUE	Some oversegmentation
SK-PN-DW	63	0.079	1.781	0.95	NA	TRUE	NA
SK-UT-1	61	0.034	1.978	1	0.006	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A02_592978	34	0.054	2.002	1	0.008	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A05_592962	103	0.09	1.972	0.97	0.011	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A10_592934	79	0.159	3.655	0.96	0.005	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A12_592882	144	0.094	2.367	0.96	0.206	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B01_592892	87	0.242	5.271	0.99	0	FALSE	High prop. Non-integer
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946	189	0.105	1.999	0.97	0.068	TRUE	Shattered chrom. 2
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B05_592920	244	0.256	4.302	0.96	0.013	FALSE	High prop. Non-integer; Oversegmentation
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B06_592840	180	0.229	2.783	1	0.046	FALSE	High prop. Non-integer
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B09_592874	103	0.138	3.895	1	0	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B10_592994	68	0.057	1.974	1	0.014	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888	191	0.137	3.426	1	NA	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C04_593000	308	0.114	2.574	0.95	0.041	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C06_592854	131	0.069	1.966	1	0.131	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C07_592884	169	0.156	3.977	1	0.021	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D01_592894	116	0.043	1.94	1	0.062	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D02_592876	137	0.105	3.632	0.95	0.019	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D05_592852	304	0.249	4.006	0.95	NA	FALSE	High prop. Non-integer; Oversegmentation
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D07_592872	355	0.127	2.232	1	0.289	TRUE	Some oversegmentation
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D10_592860	42	0.03	2.01	1	0.008	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D12_592936	257	0.213	3.669	0.95	0.002	FALSE	High prop. Non-integer; Oversegmentation
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_E06_592982	225	0.136	2.563	1	0.01	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_E07_592848	187	0.111	2.595	1	0.058	TRUE	NA
SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_E08_592942	113	0.163	3.198	0.95	0.019	TRUE	NA
SKG-IIIa	106	0.065	2.123	0.95	0.14	TRUE	NA
SKM-1	69	0.139	1.999	1	0.012	TRUE	NA
SKN	99	0.154	2.742	0.95	0.029	TRUE	NA
SN12C	165	0.134	2.822	0.95	0.013	TRUE	NA
SNB75	49	0.143	2.639	0.95	0	TRUE	NA
SNG-M	30	0.035	1.969	1	0	TRUE	NA
SNU-1040	107	0.162	1.971	1	0.767	FALSE	High prop. Non-integer
SNU-175	45	0.043	2.032	1	0.004	TRUE	NA
SNU-182	204	0.223	4.456	1	0.009	FALSE	High prop. Non-integer
SNU-283	156	0.162	3.651	1	0.206	TRUE	NA
SNU-387	75	0.135	2.803	0.95	0.123	TRUE	NA
SNU-398	162	0.094	2.722	0.98	0.032	TRUE	NA
SNU-407	82	0.046	2.028	0.97	0.029	TRUE	NA
SNU-449	86	0.1	2.403	0.95	0.203	TRUE	NA
SNU-475	106	0.124	2.971	0.99	0.017	FALSE	High prop. Non-integer
SNU-61	125	0.109	2.728	0.95	0	TRUE	NA
SNU-81	76	0.066	1.982	0.98	0.001	TRUE	NA
SNU-C1	165	0.148	3.182	0.95	0.113	FALSE	High prop. Non-integer; Oversegmentation
SNU-C2B	83	0.068	2.002	0.95	0.056	TRUE	NA
SNU-C5	93	0.067	2.006	0.98	0.064	TRUE	NA
ST486	92	0.042	2.091	0.98	0	TRUE	NA
STS-0421	99	0.113	3.823	0.95	0.023	TRUE	NA
SU-DHL-1	121	0.194	5.539	1	0.005	FALSE	High prop. Non-integer; Oversegmentation
SU-DHL-10	198	0.17	4.124	1	0.004	FALSE	Oversegmentation
SU-DHL-16	102	0.059	2.093	1	0.029	TRUE	NA
SU-DHL-4	129	0.089	2.152	1	0.008	TRUE	NA
SU-DHL-5	195	0.113	1.971	1	0.038	TRUE	Some oversegmentation
SU-DHL-6	98	0.169	3.898	0.97	0.034	TRUE	NA
SU-DHL-8	239	0.116	2.185	1	0.036	TRUE	Some oversegmentation
SU8686	102	0.085	2.929	0.95	0.053	TRUE	NA
SUIT-2	270	0.222	5.561	0.97	NA	FALSE	High prop. Non-integer; Oversegmentation
SUP-B15	84	0.033	1.974	1	0.027	TRUE	NA
SUP-B8	45	0.035	2.004	1	0.028	TRUE	NA
SUP-HD1	162	0.036	2.026	0.96	0.055	TRUE	NA
SUP-M2	78	0.063	2.175	1	0.026	TRUE	NA
SUP-T1	243	0.163	1.933	1	0.043	FALSE	Oversegmentation
SW1088	57	0.237	2.944	1	0.303	FALSE	High prop. Non-integer
SW1116	114	0.091	2.745	1	NA	TRUE	NA
SW1271	136	0.11	2.861	0.95	0.445	TRUE	NA
SW13	137	0.089	3.117	0.95	0.066	TRUE	NA
SW1417	81	0.157	2.981	0.95	0.217	FALSE	High prop. Non-integer
SW1463	94	0.238	5.545	0.95	0.011	FALSE	High prop. Non-integer
SW1573	105	0.09	3.383	0.95	0.156	TRUE	NA
SW1710	84	0.258	4.298	1	0.023	FALSE	High prop. Non-integer
SW1783	153	0.227	3.212	0.99	0.006	FALSE	High prop. Non-integer
SW1990	102	0.138	2.518	0.95	0.016	TRUE	NA
SW48	67	0.06	2.123	0.95	0.01	TRUE	NA
SW620	132	0.101	2.223	0.95	0.074	TRUE	NA
SW626	71	0.214	2.871	0.97	0.007	FALSE	High prop. Non-integer
SW684	98	0.169	3.115	0.95	0	FALSE	High prop. Non-integer
SW756	84	0.216	4.726	1	0.005	FALSE	High prop. Non-integer
SW780	121	0.186	1.89	1	0.267	FALSE	High prop. Non-integer
SW837	126	0.042	1.836	0.95	NA	TRUE	NA
SW872	110	0.141	3.467	0.95	0.031	TRUE	NA
SW900	122	0.202	2.613	0.95	0.106	TRUE	NA
SW948	59	0.122	4.021	1	0.002	FALSE	High prop. Non-integer
SW954	73	0.048	1.904	0.97	0.165	TRUE	NA
SW982	66	0.068	1.989	0.95	0.432	TRUE	NA
T-24	59	0.129	3.735	1	0.008	TRUE	NA
T47D	141	0.087	2.811	0.95	0.051	TRUE	NA
T84	134	0.134	2.817	0.95	0.06	TRUE	NA
T98G	118	0.212	2.569	1	0.2	FALSE	High prop. Non-integer
TALL-1	81	0.096	3.784	0.95	0.013	TRUE	NA
TASK1	223	0.222	2.857	1	0.025	FALSE	High prop. Non-integer; Oversegmentation
TC-71	143	0.143	3.665	0.95	0.002	TRUE	NA
TC-YIK	72	0.046	2.182	1	0	TRUE	NA
TCCSUP	66	0.11	3.08	0.95	0.015	TRUE	NA
TE-1	204	0.18	2.691	0.95	0.165	FALSE	High prop. Non-integer; Oversegmentation
TE-10	163	0.132	2.722	0.95	NA	TRUE	NA
TE-11	127	0.084	2.834	0.95	0.061	TRUE	NA
TE-12	82	0.092	2.968	0.95	0.021	TRUE	NA
TE-15	214	0.216	2.784	1	0.047	FALSE	High prop. Non-integer; Oversegmentation
TE-4	218	0.119	2.557	0.95	0.042	TRUE	NA
TE-441-T	72	0.053	2.048	1	0.001	TRUE	NA
TE-5	280	0.147	3.055	0.95	0.013	TRUE	NA
TE-6	160	0.146	2.528	0.95	0.06	FALSE	High prop. Non-integer
TE-8	135	0.138	2.429	0.96	0.068	TRUE	NA
TE-9	165	0.141	3.029	0.96	0.025	TRUE	NA
TGBC11TKB	62	0.102	1.91	0.95	0.014	TRUE	NA
TGBC1TKB	145	0.181	2.778	0.95	0.231	FALSE	Refit at higher ploidy failed to improve fit
TGBC24TKB	128	0.113	2.494	0.95	0.021	TRUE	NA
TGW	183	0.088	3.25	0.98	NA	TRUE	NA
THP-1	77	0.061	2.07	1	0.161	TRUE	NA
TK10	133	0.255	3.376	0.96	0.015	FALSE	High prop. Non-integer
TOV-112D	69	0.057	2.36	0.98	0.016	TRUE	NA
TOV-21G	94	0.083	2.095	1	0.001	TRUE	NA
TT	88	0.032	1.919	0.95	0.068	TRUE	NA
TT2609-C02	86	0.178	3.352	1	0.001	FALSE	High prop. Non-integer
TUR	191	0.158	4.684	1	NA	TRUE	Refit at higher ploidy; Original ploidy 2.3; manual minimum 3.2; New ploidy 4.61
TYK-nu	88	0.142	2.424	0.95	0.036	FALSE	High prop. Non-integer
U-118-MG	112	0.231	4.873	0.95	0.463	FALSE	High prop. Non-integer
U-2-OS	249	0.157	3.158	0.95	0.094	FALSE	High prop. Non-integer; Oversegmentation
U-266	117	0.039	1.976	0.99	0.02	TRUE	NA
U-698-M	148	0.072	2.132	0.95	NA	TRUE	NA
U-87-MG	114	0.049	1.871	1	0.196	TRUE	NA
U031	99	0.078	2.216	1	0.01	TRUE	NA
U251	138	0.155	4.39	0.95	0.038	FALSE	non-interleaving copy states
UACC-257	191	0.226	3.23	0.95	0.008	FALSE	High prop. Non-integer; Oversegmentation
UACC-62	76	0.131	3.456	0.95	0.009	TRUE	NA
UACC-812	279	0.08	3.016	1	NA	TRUE	NA
UACC-893	245	0.173	3.083	0.95	0.019	FALSE	High prop. Non-integer; Oversegmentation
UM-UC-3	180	0.155	3.439	0.97	0.158	TRUE	NA
UMC-11	168	0.068	2.387	0.95	0.376	TRUE	NA
VA-ES-BJ	93	0.11	2.757	1	0.033	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_A04_698586	119	0.089	2.793	1	0.026	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_A12_698592	132	0.12	3.571	0.95	0.005	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B01_698696	196	0.199	2.64	0.95	0.022	FALSE	High prop. Non-integer; Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B03_698684	354	0.225	4.055	1	0.027	FALSE	High prop. Non-integer; Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B04_698594	81	0.116	1.781	1	0.036	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B05_698562	82	0.145	3.124	0.95	0.013	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B06_698556	205	0.188	3.112	0.97	0.083	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B07_698676	148	0.246	4.312	0.95	0.012	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B08_698712	126	0.207	4.954	1	0.008	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B09_698714	122	0.081	1.952	1	0.036	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B10_698628	166	0.168	2.65	0.99	0.02	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B12_698578	193	0.057	2.683	0.95	0	TRUE	Shattered chrom. 1
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C02_698690	115	0.178	4.336	0.95	0.195	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C03_698734	122	0.119	2.583	1	0.449	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C04_698598	102	0.084	3.353	1	0.007	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C05_698694	74	0.108	3.493	1	0.011	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C06_698576	77	0.087	1.986	1	0.024	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C07_698686	45	0.081	2.053	1	NA	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C09_698706	108	0.186	3.727	1	NA	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C10_698660	197	0.241	4.537	0.95	NA	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C12_698618	67	0.198	4.266	0.95	0.002	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E04_698570	112	0.129	4.16	1	0.022	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E05_698630	71	0.083	2.003	1	0.087	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E06_698670	90	0.22	1.832	0.99	0.028	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E09_698572	251	0.187	4.911	1	0.019	FALSE	High prop. Non-integer; Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E10_698730	87	0.067	1.989	1	0.008	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E11_698682	63	0.061	2.06	1	0.005	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E12_698606	127	0.234	3.088	0.95	NA	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F01_698604	178	0.138	2.097	0.97	NA	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F02_698602	89	0.127	4.465	0.95	0.069	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F03_698654	134	0.105	2.52	1	0.005	TRUE	Some oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F04_698588	100	0.141	2.597	0.95	0.265	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F05_698718	113	0.195	3.993	1	0.012	FALSE	High prop. Non-integer; Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F06_698620	181	0.113	3.315	1	0.007	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F07_698652	211	0.108	3.304	1	0.029	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F08_698666	185	0.129	3.623	0.96	0.058	TRUE	Shattered chrom. 1
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F10_698740	83	0.069	2.56	0.96	0.007	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F11_698574	197	0.232	4.491	0.99	0.005	FALSE	High prop. Non-integer; Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F12_698580	242	0.125	1.915	1	0.028	FALSE	Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G01_698590	229	0.055	2.167	1	0.062	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G03_698662	58	0.132	3.92	1	0	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G04_698650	186	0.143	1.875	1	0.021	FALSE	Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G05_698646	106	0.249	4.189	0.97	0.01	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G06_698726	369	0.227	4.795	1	0.359	FALSE	High prop. Non-integer; Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G07_698658	225	0.134	3.298	0.96	NA	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G08_698736	84	0.088	2.023	1	0.022	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G09_698640	104	0.235	5.749	0.95	0.138	FALSE	High prop. Non-integer
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G10_698678	105	0.046	1.99	0.96	NA	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G11_698622	333	0.138	1.928	1	0.052	FALSE	Oversegmentation
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G12_698668	38	0.05	2.04	1	0.002	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_H01_698554	107	0.058	1.99	0.99	0.033	TRUE	NA
VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_H02_698582	154	0.175	3.789	0.99	0.019	FALSE	High prop. Non-integer; Oversegmentation
VCaP	288	0.23	4.414	1	0.026	FALSE	High prop. Non-integer
VMRC-LCD	396	0.208	2.572	0.95	NA	FALSE	High prop. Non-integer; Oversegmentation
VMRC-MELG	81	0.067	3.296	0.97	0.056	TRUE	NA
VMRC-RCZ	81	0.193	3.923	1	0.03	FALSE	High prop. Non-integer
WM-115	89	0.044	1.97	1	0.048	TRUE	NA
WM793B	53	0.083	2.285	0.96	0.012	TRUE	NA
WSU-DLCL2	96	0.038	2.014	1	0.024	TRUE	NA
WSU-NHL	59	0.022	2.004	1	0.027	TRUE	NA
YAPC	194	0.091	3.154	0.95	0.273	TRUE	NA
YH-13	64	0.128	3.64	1	0.095	TRUE	NA
YKG-1	59	0.164	4.2	1	0.011	FALSE	High prop. Non-integer
YT	159	0.134	3.728	1	0.001	TRUE	NA
ZR-75-30	192	0.085	3.939	1	0	TRUE	Shattered chrom. 8
